order_id,product_id,unit_price,quantity,discount,Revenue,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,month
10260,41,7.7,16,0.25,123.2,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1996-07
10260,57,15.6,50,0.0,780.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1996-07
10260,62,39.4,15,0.25,591.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1996-07
10260,70,12.0,21,0.25,252.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1996-07
10261,21,8.0,20,0.0,160.0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996-07
10261,35,14.4,20,0.0,288.0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996-07
10262,5,17.0,12,0.2,204.0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-07
10262,7,24.0,15,0.0,360.0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-07
10262,56,30.4,2,0.0,60.8,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-07
10263,16,13.9,60,0.25,834.0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996-07
10263,24,3.6,28,0.0,100.8,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996-07
10263,30,20.7,60,0.25,1242.0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996-07
10263,74,8.0,36,0.25,288.0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996-07
10264,2,15.2,35,0.0,532.0,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1996-07
10264,41,7.7,25,0.15,192.5,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1996-07
10265,17,31.2,30,0.0,936.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1996-07
10265,70,12.0,20,0.0,240.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1996-07
10266,12,30.4,12,0.05,364.79999999999995,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1996-07
10267,40,14.7,50,0.0,735.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,1996-07
10267,59,44.0,70,0.15,3080.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,1996-07
10267,76,14.4,15,0.15,216.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,1996-07
10268,29,99.0,10,0.0,990.0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,1996-07
10268,72,27.8,4,0.0,111.2,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,1996-07
10269,33,2.0,60,0.05,120.0,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1996-07
10269,72,27.8,20,0.05,556.0,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1996-07
10270,36,15.2,30,0.0,456.0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1996-08
10270,43,36.8,25,0.0,919.9999999999999,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1996-08
10271,33,2.0,24,0.0,48.0,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1996-08
10272,20,64.8,6,0.0,388.79999999999995,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10272,31,10.0,40,0.0,400.0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10272,72,27.8,24,0.0,667.2,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10273,10,24.8,24,0.05,595.2,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10273,31,10.0,15,0.05,150.0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10273,33,2.0,20,0.0,40.0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10273,40,14.7,60,0.05,882.0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10273,76,14.4,33,0.05,475.2,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10274,71,17.2,20,0.0,344.0,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996-08
10274,72,27.8,7,0.0,194.6,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996-08
10275,24,3.6,12,0.05,43.2,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1996-08
10275,59,44.0,6,0.05,264.0,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1996-08
10276,10,24.8,15,0.0,372.0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996-08
10276,13,4.8,10,0.0,48.0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996-08
10277,28,36.4,20,0.0,728.0,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,1996-08
10277,62,39.4,12,0.0,472.79999999999995,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,1996-08
10278,44,15.5,16,0.0,248.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10278,59,44.0,15,0.0,660.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10278,63,35.1,8,0.0,280.8,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10278,73,12.0,25,0.0,300.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10279,17,31.2,15,0.25,468.0,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996-08
10280,24,3.6,12,0.0,43.2,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10280,55,19.2,20,0.0,384.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10280,75,6.2,30,0.0,186.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1996-08
10281,19,7.3,1,0.0,7.3,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996-08
10281,24,3.6,6,0.0,21.6,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996-08
10281,35,14.4,4,0.0,57.6,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996-08
10282,30,20.7,6,0.0,124.19999999999999,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996-08
10282,57,15.6,2,0.0,31.2,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,1996-08
10283,15,12.4,20,0.0,248.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-08
10283,19,7.3,18,0.0,131.4,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-08
10283,60,27.2,35,0.0,952.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-08
10283,72,27.8,3,0.0,83.4,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-08
10284,27,35.1,15,0.25,526.5,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996-08
10284,44,15.5,21,0.0,325.5,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996-08
10284,60,27.2,20,0.25,544.0,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996-08
10284,67,11.2,5,0.25,56.0,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996-08
10285,1,14.4,45,0.2,648.0,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10285,40,14.7,40,0.2,588.0,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10285,53,26.2,36,0.2,943.1999999999999,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10286,35,14.4,100,0.0,1440.0,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10286,62,39.4,40,0.0,1576.0,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1996-08
10287,16,13.9,40,0.15,556.0,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996-08
10287,34,11.2,20,0.0,224.0,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996-08
10287,46,9.6,15,0.15,144.0,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996-08
10288,54,5.9,10,0.1,59.0,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,1996-08
10288,68,10.0,3,0.1,30.0,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,1996-08
10289,3,8.0,30,0.0,240.0,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,1996-08
10289,64,26.6,9,0.0,239.4,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,1996-08
10290,5,17.0,20,0.0,340.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1996-08
10290,29,99.0,15,0.0,1485.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1996-08
10290,49,16.0,15,0.0,240.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1996-08
10290,77,10.4,10,0.0,104.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1996-08
10291,13,4.8,20,0.1,96.0,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996-08
10291,44,15.5,24,0.1,372.0,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996-08
10291,51,42.4,2,0.1,84.8,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996-08
10292,20,64.8,20,0.0,1296.0,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,1996-08
10293,18,50.0,12,0.0,600.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996-08
10293,24,3.6,10,0.0,36.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996-08
10293,63,35.1,5,0.0,175.5,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996-08
10293,75,6.2,6,0.0,37.2,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1996-08
10294,1,14.4,18,0.0,259.2,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10294,17,31.2,15,0.0,468.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10294,43,36.8,15,0.0,552.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10294,60,27.2,21,0.0,571.1999999999999,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10294,75,6.2,6,0.0,37.2,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996-08
10295,56,30.4,4,0.0,121.6,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996-09
10296,11,16.8,12,0.0,201.60000000000002,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-09
10296,16,13.9,30,0.0,417.0,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-09
10296,69,28.8,15,0.0,432.0,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996-09
10297,39,14.4,60,0.0,864.0,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1996-09
10297,72,27.8,20,0.0,556.0,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1996-09
10298,2,15.2,40,0.0,608.0,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1996-09
10298,36,15.2,40,0.25,608.0,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1996-09
10298,59,44.0,30,0.25,1320.0,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1996-09
10298,62,39.4,15,0.0,591.0,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1996-09
10299,19,7.3,15,0.0,109.5,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996-09
10299,70,12.0,20,0.0,240.0,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1996-09
